neg,neu,pos,compound,entropy,class
0.0,0.708,0.292,0.975,4.197451221389177,10
0.0,0.868,0.132,0.5423,3.9901773899244435,10
0.128,0.642,0.23,0.9835,4.173605730035468,10
0.041,0.77,0.189,0.9373,4.182875711284105,10
0.118,0.713,0.168,0.972,4.1819138432302765,10
0.142,0.691,0.167,0.1531,4.17191032846113,10
0.172,0.611,0.218,0.4696,4.169440519520701,10
0.211,0.597,0.192,-0.6195,4.183509180156897,10
0.124,0.643,0.233,0.9019,4.181848002348743,10
0.154,0.631,0.215,0.8581,4.2019630978718565,10
0.111,0.632,0.257,0.9062,4.176034619598776,10
0.111,0.632,0.257,0.9062,4.176034619598776,10
0.049,0.611,0.339,0.9846,4.133638178154054,10
0.133,0.583,0.285,0.9916,4.18450193775716,10
0.062,0.566,0.372,0.993,4.138347477088956,10
0.187,0.708,0.105,-0.7581,4.19089064553056,10
0.173,0.6,0.226,0.7759,4.097955073641586,10
0.029,0.643,0.327,0.9783,4.209609506409608,10
0.163,0.616,0.221,0.9719,4.181544660441945,10
0.254,0.541,0.205,-0.8807,4.1830414636371325,10
0.056,0.713,0.231,0.7988,4.184187559969376,10
0.111,0.769,0.12,0.0,4.202045975387159,10
0.12,0.583,0.297,0.9623,4.141096003701587,10
0.161,0.771,0.068,-0.875,4.137081261964138,10
0.174,0.514,0.312,0.9794,4.2241289071862305,10
0.224,0.485,0.291,0.3551,3.988885687928433,10
0.103,0.493,0.404,0.9984,4.234954228632537,10
0.186,0.665,0.149,-0.7703,4.083087272675157,10
0.069,0.673,0.258,0.9846,4.156634026815573,10
0.156,0.643,0.201,0.5719,4.158600847610086,10
0.211,0.399,0.39,0.7965,4.050813688886086,10
0.0,0.815,0.185,0.9531,4.2187134034061975,10
0.076,0.854,0.07,0.1027,4.2022631427859665,10
0.202,0.651,0.147,-0.0258,4.066386073259662,10
0.241,0.688,0.071,-0.9006,4.128241526568021,10
0.038,0.467,0.494,0.9733,4.1348823386039,10
0.055,0.678,0.267,0.7184,3.794129086318395,10
0.211,0.6,0.189,-0.1531,4.0994043464161,10
0.115,0.528,0.357,0.9394,4.227761420404354,10
0.229,0.516,0.255,0.8542,4.197777322609981,10
0.074,0.516,0.41,0.886,4.095835729213897,10
0.141,0.659,0.199,0.5574,4.154859374269301,10
0.103,0.603,0.294,0.9794,4.198319898814975,10
0.209,0.533,0.258,0.1263,4.09123202319771,10
0.206,0.65,0.145,-0.6641,4.193872980902358,10
0.19,0.675,0.135,-0.9826,4.189365975891978,10
0.146,0.693,0.161,0.4588,4.161171573013716,10
0.139,0.7,0.161,0.2263,4.210831868985815,10
0.221,0.631,0.148,-0.9806,4.192685545076341,10
0.168,0.664,0.168,0.0106,4.14388023577551,10
0.088,0.74,0.172,0.9835,4.201404480614727,10
0.03,0.771,0.198,0.9623,4.155830397811891,10
0.036,0.68,0.284,0.9558,4.139212263189204,10
0.1,0.522,0.378,0.975,4.174777620486963,10
0.086,0.727,0.188,0.9928,4.200992243143916,10
0.096,0.758,0.146,0.7534,4.127059099285247,10
0.111,0.487,0.402,0.9874,4.182908205187064,10
0.035,0.602,0.363,0.9825,4.097009047675256,10
0.059,0.775,0.166,0.9598,4.18016261448919,10
0.136,0.595,0.269,0.8746,4.183863727453754,10
0.138,0.524,0.338,0.9763,4.233790416172192,10
0.0,0.801,0.199,0.9371,4.170203927539247,10
0.031,0.766,0.203,0.9643,4.182514847199618,10
0.108,0.693,0.199,0.9119,4.149935101286797,10
0.09,0.599,0.311,0.9991,4.199910045792177,10
0.175,0.631,0.194,0.2263,4.152942785785996,10
0.069,0.509,0.421,0.9926,4.201456696422864,10
0.127,0.598,0.276,0.9669,4.212817523518776,10
0.167,0.739,0.094,-0.9351,4.213120491842158,10
0.102,0.531,0.367,0.9552,4.148064294274204,10
0.122,0.637,0.241,0.9183,4.136505535809971,10
0.113,0.523,0.365,0.9924,4.168769016912387,10
0.081,0.59,0.329,0.9736,4.200829605233273,10
0.076,0.622,0.302,0.9595,4.143984098404362,10
0.082,0.45,0.468,0.9942,4.1680578612203085,10
0.107,0.698,0.196,0.8496,4.134450420180779,10
0.028,0.697,0.275,0.9463,4.21064184101937,10
0.178,0.585,0.236,0.8456,4.160483105907039,10
0.132,0.653,0.215,0.9947,4.209672235841153,10
0.123,0.628,0.248,0.9931,4.217092996310755,10
0.022,0.691,0.288,0.9824,4.17804680645593,10
0.12,0.605,0.275,0.9915,4.205736049849264,10
0.065,0.626,0.309,0.9865,4.230027641100272,10
0.0,0.502,0.498,0.9771,4.047680311340377,10
0.054,0.611,0.334,0.9944,4.222204116183944,10
0.064,0.613,0.322,0.9815,4.149686326818759,10
0.142,0.5,0.358,0.9634,4.186500323058289,10
0.329,0.54,0.131,-0.9586,4.178885332704493,10
0.189,0.613,0.197,-0.0736,4.124272523748913,10
0.02,0.639,0.342,0.9781,4.207541570513528,10
0.134,0.681,0.185,0.9483,4.208608785980394,10
0.102,0.671,0.226,0.9865,4.21861240733618,10
0.028,0.656,0.316,0.9875,4.232758628470862,10
0.0,0.706,0.294,0.9776,4.158624016522738,10
0.139,0.565,0.296,0.9928,4.243494743007925,10
0.081,0.514,0.405,0.9873,4.224699593974779,10
0.093,0.703,0.205,0.9071,4.239315292403557,10
0.08,0.576,0.343,0.9559,4.237196651753884,10
0.047,0.57,0.383,0.9878,4.16569062912292,10
0.082,0.521,0.396,0.9887,4.0877084691803764,10
0.147,0.558,0.295,0.91,4.170653974054189,10
0.112,0.716,0.171,0.7985,4.094731754334547,10
0.09,0.805,0.105,0.5423,4.179879724212437,10
0.108,0.672,0.22,0.9233,4.146322571247728,10
0.024,0.581,0.395,0.9883,4.201893996852649,10
0.0,0.56,0.44,0.9947,4.190394956773693,10
0.052,0.69,0.258,0.981,4.178276484336424,10
0.136,0.596,0.267,0.9908,4.202522431422913,10
0.111,0.619,0.27,0.9964,4.259482946579651,10
0.128,0.617,0.255,0.9977,4.2086847759530155,10
0.133,0.749,0.119,-0.8277,4.171825575393783,10
0.092,0.72,0.188,0.9313,4.167881280623117,10
0.123,0.722,0.155,0.9178,4.173836519321521,10
0.107,0.645,0.248,0.9824,4.190632933135035,10
0.124,0.681,0.195,0.9769,4.23072206297264,10
0.066,0.592,0.342,0.9523,4.093403731587639,10
0.098,0.7,0.202,0.9854,4.199178565694883,10
0.07,0.663,0.267,0.9175,4.208410607867392,10
0.091,0.635,0.274,0.9802,4.209113613014263,10
0.111,0.603,0.286,0.9728,4.232788033445183,10
0.172,0.517,0.311,0.928,4.222601974745233,10
0.04,0.727,0.234,0.9774,4.206670404856305,10
0.106,0.74,0.154,0.7425,4.209672500544958,10
0.223,0.623,0.154,-0.9667,4.167135045743742,10
0.103,0.601,0.296,0.9939,4.193857145912009,10
0.17,0.567,0.263,0.8258,4.265273488647415,10
0.173,0.656,0.17,0.3794,4.153546524506525,10
0.178,0.575,0.247,0.8275,4.165306081475462,10
0.071,0.689,0.24,0.9775,4.205268229389662,10
0.104,0.632,0.264,0.94,4.198185302940256,10
0.0,0.695,0.305,0.9721,4.172083054563659,10
0.131,0.563,0.306,0.9722,4.1865971570993015,10
0.024,0.684,0.292,0.9403,4.118193266503522,10
0.213,0.517,0.27,0.7503,4.216024300572276,10
0.107,0.721,0.172,0.5856,4.074116123388569,10
0.109,0.703,0.188,0.8576,4.232602003212438,10
0.1,0.687,0.213,0.9812,4.189008622285076,10
0.224,0.613,0.163,-0.6249,4.158283073727094,10
0.149,0.653,0.199,0.8656,4.1473082100014125,10
0.0,0.633,0.367,0.9769,4.20120141501384,10
0.101,0.673,0.226,0.9419,4.23390014542664,10
0.0,0.609,0.391,0.9584,3.9815915109653672,10
0.107,0.55,0.343,0.8402,4.12670861900669,10
0.118,0.748,0.134,-0.2023,4.2398122871152575,10
0.0,0.506,0.494,0.9701,4.075732068420026,10
0.23,0.506,0.264,0.3612,4.088029216062882,10
0.084,0.538,0.379,0.9873,4.121393510739404,10
0.044,0.647,0.309,0.9711,4.199006258695305,10
0.059,0.555,0.386,0.9921,4.157581214466361,10
0.148,0.71,0.142,-0.4019,4.194540263924763,10
0.107,0.864,0.029,-0.7013,4.218904998280427,10
0.044,0.535,0.421,0.9875,4.197179598333609,10
0.021,0.616,0.363,0.9794,4.1811413059130835,10
0.056,0.675,0.268,0.9981,4.149144017744689,10
0.07,0.74,0.19,0.8481,4.163323888637198,10
0.054,0.633,0.313,0.9969,4.216976374891797,10
0.102,0.561,0.337,0.7717,4.051547127824837,10
0.182,0.639,0.179,0.1663,4.1975085804200045,10
0.127,0.634,0.239,0.9894,4.207973165215753,10
0.069,0.61,0.321,0.9601,4.168165557204955,10
0.0,0.658,0.342,0.8858,4.208247448663152,10
0.23,0.584,0.186,-0.6956,4.225976825527708,10
0.167,0.619,0.214,0.9553,4.204444399710476,10
0.122,0.746,0.132,0.168,4.0946176381484065,10
0.134,0.478,0.388,0.9763,4.137273353236969,10
0.077,0.682,0.241,0.9881,4.178873295632211,10
0.1,0.712,0.188,0.7184,4.093170484385853,10
0.0,0.717,0.283,0.9769,4.1443957687691615,10
0.08,0.758,0.162,0.991,4.204622519550224,10
0.078,0.481,0.441,0.9896,4.178560790963676,10
0.079,0.649,0.272,0.9648,4.168292783727124,10
0.177,0.643,0.181,-0.0875,4.10940254228293,10
0.136,0.655,0.209,0.8356,4.147465227087549,10
0.084,0.478,0.439,0.9506,4.035465989565192,10
0.126,0.605,0.269,0.9968,4.225376645135214,10
0.075,0.506,0.419,0.9879,4.137233072399975,10
0.031,0.817,0.152,0.9118,4.1662966172501985,10
0.063,0.709,0.228,0.9921,4.233992446231937,10
0.086,0.62,0.294,0.9746,4.189041821844442,10
0.224,0.306,0.469,0.9001,3.9482153945248117,10
0.053,0.611,0.335,0.9971,4.287038996309961,10
0.03,0.664,0.306,0.9698,4.196316157429777,10
0.03,0.664,0.306,0.9698,4.194305471032374,10
0.13,0.595,0.275,0.886,4.193575848959902,10
0.103,0.736,0.161,0.8627,4.182929114230932,10
0.068,0.756,0.175,0.9668,4.207514034179814,10
0.0,0.826,0.174,0.8,4.163234606740137,10
0.294,0.57,0.136,-0.9747,4.178162887481932,10
0.104,0.602,0.294,0.7605,4.210298363599116,10
0.118,0.734,0.148,0.5358,4.167343388055387,10
0.092,0.777,0.131,0.1675,4.2071939882749065,10
0.161,0.558,0.281,0.9868,4.2124542985014495,10
0.067,0.714,0.219,0.9823,4.096446539988297,10
0.077,0.574,0.349,0.9872,4.191685314749587,10
0.0,0.692,0.308,0.836,4.188256657639524,10
0.17,0.466,0.365,0.9756,4.219543675078139,10
0.144,0.637,0.219,0.9211,4.199185660323118,10
0.036,0.841,0.124,0.7096,4.237224890377231,10
0.071,0.726,0.203,0.9481,4.193275895447105,10
0.12,0.616,0.264,0.9001,4.1170609428163125,10
0.055,0.709,0.236,0.9531,4.259918326805258,10
0.07,0.491,0.439,0.9928,4.226082169060684,10
0.028,0.557,0.415,0.9887,4.2079148085309495,10
0.096,0.612,0.291,0.9908,4.180904092761708,10
0.108,0.549,0.343,0.9932,4.200496655905437,10
0.069,0.588,0.343,0.9677,4.207062525633525,10
0.164,0.588,0.247,0.7574,4.119086711269897,10
0.095,0.683,0.222,0.8319,4.188975370199303,10
0.113,0.531,0.356,0.9881,4.140300204964781,10
0.133,0.667,0.201,0.8725,4.202267983785314,10
0.18,0.64,0.18,0.4522,4.054715169470052,10
0.184,0.582,0.234,0.7276,4.20872560668853,10
0.238,0.588,0.174,-0.9905,4.168823718649332,10
0.278,0.621,0.102,-0.9601,4.207752048611853,10
0.174,0.589,0.237,0.8233,4.179695916753266,10
0.223,0.598,0.18,-0.8763,4.131880992399304,10
0.137,0.605,0.258,0.9612,4.18455769130014,10
0.212,0.486,0.302,0.9594,4.176408066259141,10
0.233,0.396,0.371,0.9877,4.200247257003921,10
0.215,0.623,0.161,-0.9491,4.2210554469867345,10
0.138,0.647,0.215,0.9781,4.17996992591457,10
0.296,0.643,0.061,-0.9948,4.197296216076307,10
0.188,0.623,0.189,0.5353,4.213252658448344,10
0.054,0.622,0.324,0.9744,4.095627958760796,10
0.19,0.673,0.137,-0.9231,4.131415598739136,10
0.207,0.603,0.19,-0.6194,4.182727881375162,10
0.15,0.702,0.148,-0.8259,4.191244513798822,10
0.283,0.628,0.089,-0.9989,4.185767169496026,10
0.071,0.723,0.206,0.9807,4.219019832223095,10
0.0,0.477,0.523,0.9959,4.177229286653159,10
0.063,0.773,0.164,0.9565,4.2508831314902515,10
0.137,0.533,0.331,0.9698,4.205409452341858,10
0.097,0.567,0.336,0.937,4.068221418912884,10
0.18,0.476,0.344,0.9081,4.134466446891242,10
0.059,0.637,0.303,0.9876,4.137236696929136,10
0.129,0.539,0.331,0.9891,4.148247143399466,10
0.0,0.894,0.106,0.3818,4.132630373766912,10
0.077,0.653,0.27,0.9891,4.189009758980309,10
0.082,0.47,0.448,0.9901,4.172797444880834,10
0.047,0.509,0.444,0.9754,4.252399096853319,10
0.11,0.616,0.274,0.93,4.16267320948447,10
0.106,0.649,0.245,0.9022,4.143125534360177,10
0.091,0.685,0.224,0.9083,4.220478146702964,10
0.101,0.541,0.358,0.99,4.242945351881709,10
0.072,0.75,0.178,0.9792,4.236512573805816,10
0.114,0.64,0.247,0.9565,4.165517145125735,10
0.158,0.556,0.286,0.9393,4.2435589880481865,10
0.127,0.525,0.349,0.981,4.124213663250489,10
0.171,0.649,0.18,0.4986,4.214742398046824,10
0.198,0.503,0.299,0.8689,4.168699577260052,10
0.093,0.651,0.256,0.9531,4.13553504690985,10
0.103,0.641,0.256,0.9836,4.206352665717618,10
0.0,0.68,0.32,0.9325,4.147173284085972,10
0.097,0.624,0.279,0.9935,4.209342960052055,10
0.0,0.704,0.296,0.743,4.088032897781683,10
0.103,0.683,0.214,0.9706,4.197148172372333,10
0.053,0.719,0.228,0.9501,4.114188102599702,10
0.066,0.447,0.487,0.962,4.096160960929397,10
0.024,0.604,0.372,0.9854,4.150063945040649,10
0.176,0.705,0.118,-0.5106,4.244900690440258,10
0.087,0.536,0.377,0.9945,4.227822961984405,10
0.085,0.606,0.309,0.9629,4.136951890118103,10
0.042,0.742,0.216,0.9596,4.198244659842697,10
0.153,0.644,0.203,0.72,4.194151128123703,10
0.054,0.669,0.278,0.9947,4.190973478714269,10
0.0,0.653,0.347,0.9931,4.168252796433856,10
0.085,0.509,0.406,0.9895,4.11559247647007,10
0.043,0.571,0.385,0.9872,4.146700225488235,10
0.0,0.604,0.396,0.9808,4.061668612131837,10
0.072,0.664,0.264,0.9984,4.2054778265894255,10
0.0,0.511,0.489,0.9843,4.091294591701979,10
0.059,0.546,0.395,0.9913,4.132250253903297,10
0.07,0.697,0.233,0.9938,4.188407705753581,10
0.0,0.822,0.178,0.6369,4.139234800761467,10
0.0,0.483,0.517,0.9599,4.065332255023893,10
0.0,0.415,0.585,0.9623,4.134221117532938,10
0.034,0.436,0.531,0.994,4.056236615062605,10
0.094,0.57,0.336,0.9972,4.187516398499318,10
0.173,0.624,0.202,0.8049,4.1987330969002565,10
0.117,0.722,0.16,0.9709,4.217144319434397,10
0.151,0.567,0.282,0.891,4.1220144899983335,10
0.103,0.732,0.165,0.9252,4.198153185425272,10
0.0,0.534,0.466,0.9493,4.127889835997958,10
0.153,0.62,0.227,0.9246,4.202751061819337,10
0.101,0.697,0.202,0.6705,4.2166762691001365,10
0.046,0.809,0.144,0.9451,4.232322669041301,10
0.1,0.647,0.252,0.9785,4.195895069799855,10
0.07,0.648,0.282,0.8335,4.121378008782064,10
0.056,0.685,0.26,0.9995,4.19508105063874,10
0.078,0.569,0.353,0.8807,4.077228435029873,10
0.156,0.562,0.282,0.9742,4.201687525868842,10
0.121,0.635,0.245,0.9403,4.12190068183239,10
0.24,0.404,0.356,0.8271,4.162289178634494,10
0.14,0.686,0.174,0.7124,4.222387611663043,10
0.117,0.659,0.224,0.924,4.239054180040216,10
0.162,0.705,0.132,-0.2979,4.210451887860642,10
0.112,0.5,0.388,0.9908,4.151745159321539,10
0.09,0.63,0.281,0.9821,4.183851080222851,10
0.054,0.742,0.204,0.91,4.126441262230542,10
0.055,0.607,0.337,0.9966,4.1783793922356764,10
0.0,0.658,0.342,0.9811,4.194364947563497,10
0.082,0.649,0.269,0.9635,4.222008044175069,10
0.044,0.719,0.237,0.9987,4.219309151118311,10
0.226,0.573,0.201,-0.8262,4.20199156134877,10
0.042,0.577,0.382,0.9731,4.193839291069377,10
0.131,0.613,0.256,0.6908,4.14141401467506,10
0.047,0.469,0.484,0.9992,4.208677145248235,10
0.08,0.588,0.332,0.9965,4.218334012421391,10
0.145,0.683,0.172,0.7468,4.214106577427838,10
0.086,0.627,0.287,0.9824,4.200639123106711,10
0.027,0.497,0.476,0.995,4.09499407142073,10
0.031,0.74,0.229,0.9478,4.211929793470518,10
0.092,0.558,0.35,0.9705,4.191698308047447,10
0.366,0.46,0.174,-0.9841,4.153046163651955,10
0.162,0.575,0.264,0.8555,4.211339467313124,10
0.057,0.601,0.342,0.9776,4.200514574573329,10
0.137,0.74,0.123,0.093,4.197857379213417,10
0.099,0.743,0.158,0.8761,4.220409360873288,10
0.143,0.747,0.11,-0.4404,4.14034098766068,10
0.064,0.742,0.193,0.9393,4.204254971182808,10
0.124,0.511,0.365,0.9861,4.150731056038368,10
0.117,0.593,0.29,0.9561,4.167398321236013,10
0.078,0.838,0.084,-0.001,4.249415192790588,10
0.151,0.438,0.412,0.9313,4.023311428253423,10
0.174,0.582,0.244,0.8225,4.176317186813012,10
0.037,0.701,0.262,0.9946,4.208800881092065,10
0.132,0.723,0.145,0.7262,4.217503948650434,10
0.088,0.671,0.241,0.9867,4.234298761570942,10
0.037,0.701,0.262,0.9946,4.213724218893042,10
0.175,0.639,0.186,-0.6705,4.198871469653624,10
0.155,0.608,0.237,0.7755,4.17809935373629,10
0.106,0.567,0.327,0.9725,4.179617394785791,10
0.05,0.772,0.178,0.9442,4.160500477983947,10
0.274,0.528,0.198,-0.8288,4.203830498847616,10
0.167,0.682,0.151,-0.6124,4.149897864812565,10
0.117,0.655,0.228,0.5978,3.97833778896421,10
0.283,0.484,0.233,-0.7096,4.063493483026547,10
0.182,0.547,0.271,0.9338,4.180873586664044,10
0.081,0.783,0.136,0.5719,4.1597444060802165,10
0.06,0.816,0.124,0.926,4.216805710652902,10
0.185,0.487,0.329,0.908,4.166627537249641,10
0.133,0.725,0.141,0.2288,4.14706378163498,10
0.17,0.636,0.194,0.2472,4.197943249845409,10
0.269,0.618,0.113,-0.9273,4.1893629333608935,10
0.082,0.805,0.114,0.25,4.132951865571945,10
0.123,0.583,0.293,0.9559,4.20095887286488,10
0.115,0.574,0.311,0.9402,4.066702202737756,10
0.102,0.58,0.318,0.9922,4.104541707844768,10
0.151,0.728,0.121,-0.1471,4.011657994398779,10
0.075,0.692,0.233,0.9255,4.200723652094279,10
0.029,0.594,0.377,0.9826,4.179935696539202,10
0.209,0.491,0.3,0.8683,4.156134602859369,10
0.067,0.55,0.383,0.9896,4.179214532682833,10
0.147,0.538,0.315,0.9786,4.164805960124836,10
0.175,0.569,0.256,0.9022,4.203484707235921,10
0.112,0.62,0.268,0.9732,4.189589704232471,10
0.09,0.71,0.2,0.8225,4.093684801997106,10
0.078,0.65,0.272,0.9571,4.159047171456284,10
0.186,0.572,0.242,0.9907,4.167069573048045,10
0.12,0.708,0.172,0.6705,4.163249888532069,10
0.0,0.863,0.137,0.8481,4.19962129280162,10
0.096,0.678,0.226,0.9403,4.126908252074017,10
0.0,0.757,0.243,0.9753,4.054361031096545,10
0.0,0.795,0.205,0.9083,4.170432259676654,10
0.067,0.704,0.229,0.9941,4.199964307919631,10
0.044,0.71,0.246,0.9681,4.166884797578843,10
0.051,0.705,0.244,0.8689,4.210138040072328,10
0.043,0.743,0.214,0.9973,4.203644477748199,10
0.0,0.549,0.451,0.9596,4.1477024616688905,10
0.0,0.812,0.188,0.9261,4.188467368821772,10
0.355,0.408,0.237,-0.7003,4.203591264680432,10
0.142,0.628,0.23,0.992,4.207906662331334,10
0.012,0.738,0.251,0.9826,4.152241565576856,10
0.0,0.61,0.39,0.9153,4.058910741370949,10
0.361,0.508,0.132,-0.9042,4.210511710824013,10
0.114,0.588,0.298,0.9889,4.12211973752959,10
0.078,0.731,0.191,0.7264,4.171279642306247,10
0.095,0.615,0.29,0.969,4.122087105191023,10
0.0,0.875,0.125,0.9001,4.009572398628408,10
0.064,0.717,0.219,0.9822,4.193171394604371,10
0.0,0.667,0.333,0.8402,4.239013991762509,10
0.021,0.484,0.494,0.9931,4.2781616249193615,10
0.042,0.705,0.253,0.9412,4.14747370036201,10
0.11,0.696,0.194,0.7409,4.164852253827219,10
0.041,0.658,0.301,0.9961,4.205210009320645,10
0.12,0.665,0.215,0.8779,4.253536492286832,10
0.101,0.595,0.304,0.969,4.18475586179857,10
0.086,0.675,0.239,0.964,4.242633852447974,10
0.0,0.702,0.298,0.9607,4.221997894855232,10
0.112,0.428,0.46,0.9973,4.210946068298292,10
0.11,0.734,0.156,0.5267,4.198207614767957,10
0.116,0.624,0.26,0.9912,4.209174592077638,10
0.075,0.535,0.39,0.9785,4.142188879742711,10
0.22,0.664,0.116,-0.8316,4.180425638684195,10
0.141,0.684,0.175,0.4023,4.2113923963172075,10
0.107,0.566,0.328,0.9834,4.219069288020879,10
0.18,0.627,0.193,0.3018,4.0937559225799385,10
0.194,0.679,0.127,-0.8885,4.185710230777149,10
0.112,0.65,0.238,0.9802,4.1612700700488965,10
0.084,0.654,0.262,0.9966,4.192039616195569,10
0.047,0.814,0.139,0.7184,4.08622187396933,10
0.183,0.765,0.051,-0.9169,4.126541979422631,10
0.073,0.523,0.404,0.9846,4.198667847523171,10
0.055,0.756,0.189,0.9001,4.165180514720879,10
0.096,0.781,0.124,0.5267,4.159608566947512,10
0.078,0.634,0.288,0.9618,4.203828537763539,10
0.165,0.672,0.162,-0.1211,4.126085820533859,10
0.03,0.585,0.385,0.9753,4.115702223857949,10
0.187,0.647,0.166,-0.8971,4.201369914299722,10
0.143,0.649,0.208,0.9803,4.222643643255671,10
0.078,0.697,0.226,0.9225,4.146952914818939,10
0.085,0.681,0.234,0.9726,4.150849197504054,10
0.076,0.662,0.262,0.9921,4.214120365747527,10
0.2,0.582,0.218,0.4657,4.172221583749423,10
0.05,0.451,0.5,0.9931,4.222732576475561,10
0.096,0.7,0.204,0.8622,4.1163612344729,10
0.245,0.544,0.211,-0.5584,4.173245027229483,10
0.0,0.52,0.48,0.9403,4.147863898587817,10
0.066,0.553,0.381,0.9837,4.211082976475393,10
0.097,0.689,0.214,0.9325,4.221882607471763,10
0.066,0.638,0.296,0.9818,4.101690055102199,10
0.032,0.523,0.445,0.9753,4.13799630107332,10
0.093,0.718,0.189,0.945,4.196316685364746,10
0.083,0.716,0.2,0.9779,4.173062547138927,10
0.127,0.668,0.205,0.8363,4.240296185159457,10
0.115,0.495,0.39,0.9821,4.1759372964833315,10
0.037,0.757,0.206,0.9231,4.1795108442703786,10
0.065,0.662,0.273,0.9945,4.234661851620473,10
0.104,0.627,0.268,0.9958,4.176538336841578,10
0.084,0.696,0.22,0.9709,4.202646623834691,10
0.065,0.48,0.455,0.9965,4.2417926428204735,10
0.087,0.731,0.182,0.9971,4.202345289368275,10
0.099,0.574,0.327,0.9726,4.19532775896939,10
0.089,0.506,0.405,0.9782,4.169738232291584,10
0.141,0.634,0.224,0.1779,4.059757716425557,10
0.13,0.727,0.142,-0.01,4.162050955615192,10
0.034,0.829,0.137,0.7572,4.103879164912672,10
0.16,0.551,0.288,0.9368,4.230352884570591,10
0.15,0.72,0.13,-0.1531,4.211189646869228,10
0.065,0.669,0.266,0.9513,4.191400254116706,10
0.057,0.687,0.256,0.996,4.230588856781723,10
0.139,0.51,0.351,0.9744,4.224496307173003,10
0.157,0.74,0.103,-0.8074,4.203954157486414,10
0.038,0.701,0.261,0.9022,4.088368442009774,10
0.129,0.623,0.248,0.9413,4.256326259656267,10
0.072,0.73,0.198,0.9022,4.191757229470409,10
0.116,0.644,0.24,0.9854,4.203202324299141,10
0.174,0.419,0.408,0.9866,4.199437796630278,10
0.037,0.613,0.349,0.9655,4.185069946046005,10
0.092,0.699,0.209,0.9538,4.231796796596424,10
0.061,0.799,0.14,0.709,4.203830874928586,10
0.114,0.675,0.21,0.6908,4.183824836514365,10
0.306,0.493,0.201,-0.4588,4.073589880306632,10
0.086,0.59,0.324,0.9976,4.2524733426419,10
0.341,0.561,0.098,-0.9836,4.256002443032978,10
0.0,0.722,0.278,0.9599,4.250315899870662,10
0.117,0.645,0.238,0.8332,4.192052508219578,10
0.205,0.674,0.121,-0.8176,4.129908271250259,10
0.024,0.853,0.123,0.9618,4.171592122032222,10
0.016,0.746,0.239,0.985,4.171885026283384,10
0.08,0.622,0.298,0.9811,4.1680763775524206,10
0.114,0.674,0.211,0.9433,4.1679198073395405,10
0.124,0.726,0.151,0.6124,4.232773896144036,10
0.059,0.697,0.244,0.9723,4.164083165553251,10
0.106,0.761,0.132,0.5106,4.138892846118034,10
0.102,0.723,0.175,0.8553,4.212060009956766,10
0.09,0.761,0.149,0.8234,4.196103304282655,10
0.124,0.42,0.456,0.9388,4.199952979092406,10
0.0,0.53,0.47,0.9201,4.13556084052575,10
0.093,0.644,0.263,0.9941,4.207922679816898,10
0.065,0.701,0.233,0.9973,4.212118253686765,10
0.06,0.62,0.319,0.9806,4.14101261000702,10
0.062,0.727,0.211,0.9346,4.189319469702469,10
0.103,0.542,0.355,0.998,4.207136928403923,10
0.089,0.669,0.242,0.8625,4.058859427308695,10
0.087,0.616,0.297,0.9955,4.202399249432438,10
0.184,0.557,0.259,0.8069,4.189970502827122,10
0.047,0.77,0.183,0.8996,4.154250634894511,10
0.227,0.484,0.29,0.7154,4.1888238854308035,10
0.149,0.533,0.318,0.9241,4.217392631083838,10
0.275,0.503,0.222,-0.8567,4.187662457273269,10
0.082,0.594,0.324,0.9545,4.127868040460801,10
0.05,0.718,0.233,0.9671,4.1625337209789555,10
0.0,0.635,0.365,0.9042,4.054158541092211,10
0.262,0.572,0.165,-0.8956,4.19844997257384,10
0.175,0.568,0.257,0.8651,4.182353842652241,10
0.367,0.48,0.153,-0.9807,4.170019488019905,10
0.039,0.665,0.295,0.9504,4.187214291244108,10
0.0,0.638,0.362,0.9638,4.242026039795791,10
0.072,0.588,0.34,0.9922,4.244980489746578,10
0.191,0.574,0.235,0.5591,4.191150204905065,10
0.016,0.749,0.234,0.9595,4.248089123946112,10
0.036,0.711,0.253,0.8313,4.240814200780266,10
0.026,0.724,0.251,0.9539,4.173928223669673,10
0.0,0.803,0.197,0.8225,4.1701512167403445,10
0.041,0.628,0.331,0.9577,4.194763991248047,10
0.117,0.678,0.206,0.9468,4.179960264293812,10
0.084,0.688,0.228,0.9741,4.212459938787769,10
0.056,0.594,0.351,0.9783,4.16553672580905,10
0.269,0.586,0.145,-0.9909,4.212460463929075,10
0.197,0.692,0.111,-0.9935,4.234013104445198,10
0.217,0.559,0.224,-0.4588,4.192506012930808,10
0.198,0.683,0.119,-0.9832,4.2312311657362285,10
0.075,0.657,0.268,0.9767,4.204160958090712,10
0.155,0.694,0.151,-0.1311,4.143847020648339,10
0.114,0.727,0.159,0.3107,4.152624614842763,10
0.048,0.636,0.316,0.9851,4.193118610917716,10
0.126,0.528,0.346,0.9929,4.195325375302008,10
0.073,0.651,0.276,0.9423,4.225191442451415,10
0.109,0.738,0.153,0.9289,4.206270852631667,10
0.054,0.623,0.322,0.9722,4.104732977643705,10
0.101,0.627,0.273,0.9377,4.131210794941627,10
0.033,0.791,0.175,0.8519,4.186294141891193,10
0.041,0.659,0.3,0.9674,4.138768605573196,10
0.017,0.6,0.383,0.9785,4.218335859560688,10
