neg,neu,pos,compound,entropy,class
0.204,0.592,0.205,-0.2158,4.165174843580718,2
0.0,0.312,0.688,0.8751,3.903083098830087,2
0.282,0.628,0.09,-0.9441,4.199416625907391,2
0.363,0.584,0.053,-0.981,4.177629896987676,2
0.12,0.658,0.222,0.9042,4.171088417682399,2
0.229,0.624,0.147,-0.9125,4.251448163085209,2
0.141,0.72,0.139,-0.2494,4.224224876414778,2
0.03,0.683,0.287,0.979,4.152135583621995,2
0.082,0.588,0.33,0.9416,4.133004394179834,2
0.191,0.591,0.218,0.3457,4.137985308444746,2
0.121,0.603,0.277,0.6908,4.136738919223413,2
0.109,0.657,0.234,0.9052,4.167322535426091,2
0.363,0.525,0.112,-0.9704,4.1195992190595865,2
0.099,0.509,0.393,0.9681,4.182496400975802,2
0.211,0.609,0.179,-0.673,4.2344217397095045,2
0.161,0.708,0.131,-0.3612,4.190618688620455,2
0.035,0.784,0.18,0.9606,4.196485044715915,2
0.097,0.697,0.205,0.91,4.176574394899526,2
0.151,0.603,0.247,0.9736,4.186454282945295,2
0.163,0.65,0.187,0.5851,4.213033959787663,2
0.275,0.626,0.099,-0.9672,4.227542690526422,2
0.118,0.661,0.22,0.906,4.166373611630095,2
0.199,0.568,0.233,0.3612,4.153574364360641,2
0.28,0.502,0.218,-0.9637,4.186272821978655,2
0.197,0.668,0.135,-0.9832,4.206389078404213,2
0.157,0.761,0.083,-0.5542,4.219947005991017,2
0.175,0.708,0.117,-0.6417,4.224021388554258,2
0.182,0.624,0.194,-0.0018,4.14901289007531,2
0.254,0.587,0.16,-0.9943,4.234653551459267,2
0.338,0.484,0.178,-0.9273,4.119257505892889,2
0.155,0.677,0.168,-0.0726,4.221323040518698,2
0.152,0.615,0.233,0.7533,4.118468786776828,2
0.162,0.705,0.133,-0.4939,4.125097355955945,2
0.165,0.652,0.183,0.5267,4.188629569495338,2
0.138,0.679,0.183,0.9232,4.225012282728275,2
0.098,0.65,0.252,0.8882,4.258045141188986,2
0.226,0.649,0.125,-0.9606,4.29154542845038,2
0.266,0.562,0.172,-0.9062,4.2205226898428885,2
0.261,0.714,0.025,-0.9726,4.228924462366003,2
0.218,0.689,0.093,-0.924,4.18842614441801,2
0.165,0.68,0.154,-0.6728,4.1997648063657,2
0.181,0.53,0.288,0.8442,4.1982412516724,2
0.275,0.6,0.125,-0.9318,4.161623139538661,2
0.205,0.652,0.144,-0.7906,4.158056846962914,2
0.17,0.732,0.097,-0.974,4.215906302721608,2
0.307,0.607,0.086,-0.975,4.11679265397219,2
0.205,0.574,0.221,0.3555,4.195827605502525,2
0.359,0.554,0.087,-0.9872,4.167267150138843,2
0.172,0.564,0.264,0.8852,4.122738583088356,2
0.202,0.516,0.282,0.7895,4.236334997068011,2
0.121,0.712,0.167,0.5859,4.160945030247267,2
0.22,0.559,0.22,0.012,4.182779442608989,2
0.127,0.681,0.192,0.7496,4.203654968663921,2
0.038,0.633,0.329,0.9719,4.135729997486098,2
0.0,0.723,0.277,0.8979,4.143521983117135,2
0.06,0.75,0.19,0.9747,4.253756224577631,2
0.38,0.435,0.184,-0.9321,4.217734048500232,2
0.15,0.761,0.089,-0.5657,4.20880199962193,2
0.184,0.649,0.167,-0.6549,4.139119033682692,2
0.083,0.808,0.109,0.2732,4.199019855817926,2
0.188,0.678,0.135,-0.9291,4.20708840512953,2
0.228,0.617,0.155,-0.9235,4.19503715603284,2
0.136,0.727,0.136,0.0,4.140589215537574,2
0.179,0.537,0.285,0.7579,4.167632381601281,2
0.124,0.654,0.222,0.9423,4.21154712819749,2
0.289,0.596,0.114,-0.9931,4.229900506596545,2
0.225,0.536,0.239,-0.0038,4.196675332553687,2
0.071,0.652,0.277,0.969,4.142960853131926,2
0.098,0.775,0.128,0.2716,4.2182042067582675,2
0.2,0.682,0.118,-0.7109,4.17959490575573,2
0.112,0.555,0.332,0.9841,4.183087470441155,2
0.041,0.74,0.219,0.96,4.121033788966721,2
0.163,0.584,0.253,0.9086,4.215664332827068,2
0.185,0.699,0.116,-0.8225,4.211336216586192,2
0.085,0.739,0.177,0.9934,4.181777042011521,2
0.22,0.69,0.089,-0.9187,4.1549690694780015,2
0.116,0.695,0.19,0.6742,4.167500458891366,2
0.21,0.562,0.228,0.2534,4.220166221692213,2
0.164,0.761,0.076,-0.9381,4.19328031325291,2
0.047,0.721,0.232,0.9787,4.254196688048776,2
0.186,0.676,0.138,-0.6715,4.2113132212668445,2
0.329,0.547,0.125,-0.9626,4.19808864743976,2
0.114,0.692,0.194,0.9223,4.21667700754922,2
0.122,0.703,0.174,0.8465,4.2384956761718815,2
0.17,0.697,0.133,-0.8739,4.189786012873192,2
0.113,0.689,0.198,0.926,4.174442772846316,2
0.192,0.465,0.343,0.9885,4.214803783574804,2
0.351,0.49,0.158,-0.8957,4.072418662045724,2
0.061,0.661,0.278,0.9805,4.191872929803628,2
0.244,0.581,0.175,-0.4657,4.130718100092811,2
0.288,0.529,0.182,-0.8687,4.22141902074542,2
0.14,0.718,0.141,-0.2023,4.199454487740513,2
0.22,0.63,0.15,-0.9494,4.212149146086488,2
0.152,0.61,0.238,0.8176,4.217218925830163,2
0.152,0.724,0.124,-0.4404,4.178941009416673,2
0.16,0.628,0.212,0.7818,4.178711942030598,2
0.166,0.694,0.14,-0.1456,4.148586371895858,2
0.23,0.643,0.128,-0.8883,4.1551618311763345,2
0.193,0.54,0.267,0.9457,4.160196929966722,2
0.282,0.546,0.173,-0.8686,4.152747064874074,2
0.146,0.518,0.336,0.9756,4.131423415659899,2
0.123,0.674,0.203,0.6144,4.154574814927301,2
0.204,0.638,0.158,-0.8746,4.181036975920862,2
0.205,0.579,0.216,0.2263,4.214552270525383,2
0.171,0.425,0.405,0.9675,4.233866041255117,2
0.112,0.581,0.308,0.9681,4.209761081571505,2
0.184,0.654,0.161,-0.8519,4.232712651942525,2
0.234,0.663,0.103,-0.9595,4.181104469916025,2
0.285,0.591,0.123,-0.8519,4.124715420436336,2
0.231,0.658,0.11,-0.6908,4.1734503116935375,2
0.142,0.587,0.271,0.9158,4.22035934601381,2
0.445,0.445,0.11,-0.9791,4.170786577211024,2
0.253,0.623,0.123,-0.9609,4.215318554114292,2
0.124,0.746,0.13,0.2484,4.156535186538889,2
0.04,0.728,0.232,0.9731,4.145296610761747,2
0.09,0.698,0.212,0.9451,4.228264319298868,2
0.182,0.607,0.212,0.6901,4.179586483454602,2
0.207,0.647,0.146,-0.8591,4.22424686096531,2
0.046,0.846,0.108,0.7506,4.175741811919882,2
0.124,0.69,0.186,0.6445,4.167853307111985,2
0.156,0.728,0.116,-0.8183,4.2269421065392505,2
0.23,0.613,0.157,-0.8283,4.030753224286041,2
0.166,0.591,0.243,0.9624,4.168047145127404,2
0.261,0.597,0.141,-0.973,4.127823742049183,2
0.206,0.636,0.158,-0.9216,4.208486921723375,2
0.278,0.512,0.21,-0.9507,4.204604517819446,2
0.188,0.629,0.183,-0.2782,4.17699804562485,2
0.229,0.634,0.136,-0.8687,4.199861089606531,2
0.188,0.631,0.181,-0.8841,4.219084283660464,2
0.176,0.653,0.171,0.2454,4.177975718899744,2
0.245,0.472,0.283,0.4767,4.225784452589295,2
0.219,0.646,0.134,-0.8058,4.155211639673664,2
0.072,0.734,0.194,0.91,4.151778568263435,2
0.089,0.595,0.316,0.9829,4.218719755844255,2
0.084,0.818,0.098,-0.1064,4.187854525415172,2
0.121,0.735,0.144,0.1792,4.207965148754543,2
0.038,0.833,0.129,0.7783,4.184574133520531,2
0.275,0.634,0.091,-0.9432,4.160873701965836,2
0.137,0.563,0.3,0.9218,4.207108603289957,2
0.201,0.556,0.243,0.7282,4.1940236169545875,2
0.157,0.633,0.209,0.3626,4.095770226513162,2
0.162,0.673,0.165,-0.6124,4.12942065511247,2
0.109,0.609,0.281,0.9898,4.20061560840642,2
0.224,0.575,0.201,-0.9257,4.186303715626003,2
0.166,0.68,0.154,-0.2593,4.157363124973688,2
0.251,0.595,0.154,-0.875,4.086053412009187,2
0.172,0.545,0.283,0.7906,4.22506266947777,2
0.117,0.696,0.187,0.7579,4.237907637457618,2
0.277,0.52,0.204,-0.8799,4.237216150930961,2
0.263,0.644,0.093,-0.9841,4.15322116978885,2
0.169,0.696,0.134,-0.9305,4.202235479112777,2
0.207,0.664,0.129,-0.804,4.154651505085146,2
0.231,0.66,0.109,-0.9934,4.1993890281932,2
0.462,0.387,0.151,-0.9578,4.066167261528756,2
0.074,0.691,0.235,0.8953,4.1830776941449335,2
0.266,0.661,0.073,-0.9486,4.169590318582543,2
0.107,0.712,0.181,0.5719,4.135941153330205,2
0.179,0.644,0.177,-0.4554,4.19604581815992,2
0.152,0.682,0.166,0.0972,4.20553826895746,2
0.2,0.676,0.124,-0.9804,4.1926154141774585,2
0.176,0.646,0.179,0.4265,4.228256674841313,2
0.305,0.589,0.106,-0.9846,4.203708541479236,2
0.123,0.606,0.271,0.9748,4.210596420101821,2
0.177,0.686,0.136,-0.9763,4.213625050816085,2
0.098,0.717,0.185,0.8126,4.131242615311358,2
0.0,0.469,0.531,0.8834,4.017354520411897,2
0.25,0.537,0.213,-0.7351,4.158482254880075,2
0.087,0.585,0.328,0.9509,4.139064774461131,2
0.328,0.539,0.133,-0.9853,4.158341335208332,2
0.212,0.632,0.156,-0.9382,4.211042781662875,2
0.184,0.698,0.117,-0.8856,4.1687842486928,2
0.328,0.497,0.175,-0.7946,4.151862348953676,2
0.112,0.552,0.336,0.9118,4.027264766242474,2
0.276,0.654,0.07,-0.9217,4.2092460432407,2
0.208,0.635,0.157,-0.5318,4.1823767195915105,2
0.485,0.515,0.0,-0.765,3.821596383178741,2
0.142,0.648,0.209,0.9724,4.2023021371492995,2
0.195,0.689,0.116,-0.9258,4.253900893930708,2
0.145,0.585,0.27,0.5978,4.107594603130134,2
0.121,0.554,0.325,0.9658,4.176973258792401,2
0.312,0.583,0.105,-0.9733,4.171916566234971,2
0.153,0.636,0.211,0.6662,4.152101445112988,2
0.14,0.75,0.11,-0.5619,4.211771533912728,2
0.182,0.733,0.085,-0.9957,4.211421777390533,2
0.236,0.595,0.169,-0.957,4.223687750284523,2
0.114,0.649,0.238,0.9201,4.2239706015496585,2
0.207,0.586,0.207,0.2711,4.220973180733259,2
0.219,0.501,0.281,0.5712,4.144772395147385,2
0.202,0.657,0.141,-0.8847,4.201702167235694,2
0.285,0.598,0.117,-0.7096,4.079605379041881,2
0.022,0.83,0.148,0.875,4.115247637969444,2
0.178,0.663,0.159,-0.7227,4.22042408870694,2
0.123,0.877,0.0,-0.5423,4.039402697359175,2
0.091,0.7,0.209,0.8064,4.216516204002012,2
0.229,0.626,0.146,-0.9853,4.218563698509687,2
0.168,0.68,0.151,-0.6339,4.228089933609491,2
0.24,0.504,0.256,0.1565,4.179145869089275,2
0.149,0.695,0.156,0.1446,4.278419859366834,2
0.143,0.61,0.247,0.8763,4.1689478366905375,2
0.244,0.58,0.176,-0.968,4.2446884078074945,2
0.282,0.486,0.233,-0.8894,4.2060006496722995,2
0.184,0.648,0.168,-0.3182,4.12010798853066,2
0.19,0.704,0.106,-0.8089,4.143995251408948,2
0.049,0.604,0.347,0.9723,4.158148537922563,2
0.233,0.532,0.235,-0.7607,4.225868152596586,2
0.158,0.613,0.229,0.93,4.18795224215315,2
0.13,0.679,0.19,0.6712,4.228911138350896,2
0.136,0.664,0.2,0.7506,4.201074181726498,2
0.176,0.73,0.094,-0.796,4.168180407046699,2
0.189,0.485,0.326,0.8783,4.09926761018001,2
0.135,0.531,0.334,0.8538,4.108863664820263,2
0.134,0.696,0.17,0.7347,4.220234515359005,2
0.114,0.656,0.231,0.8786,4.208718622696686,2
0.298,0.611,0.091,-0.9975,4.141681480933679,2
0.143,0.681,0.176,0.6862,4.186844413616342,2
0.266,0.569,0.165,-0.9084,4.1788774639021495,2
0.09,0.736,0.174,0.7024,4.166617240929534,2
0.14,0.676,0.184,0.9325,4.181961991345086,2
0.238,0.547,0.215,-0.9595,4.187858425422532,2
0.168,0.683,0.149,-0.3757,4.224500062282087,2
0.153,0.62,0.227,0.9879,4.219067531560167,2
0.226,0.63,0.145,-0.9186,4.210443336459178,2
0.214,0.589,0.198,-0.676,4.244324326323045,2
0.2,0.623,0.177,-0.7739,4.240230670402465,2
0.259,0.526,0.215,-0.659,4.184922035138658,2
0.312,0.497,0.191,-0.8408,4.195856183449466,2
0.124,0.576,0.3,0.9081,4.130961903124691,2
0.284,0.413,0.303,0.2484,4.169478955551489,2
0.123,0.65,0.227,0.9081,4.238142046969048,2
0.169,0.675,0.156,-0.6003,4.238898199827406,2
0.211,0.532,0.257,0.8451,4.171967757601846,2
0.162,0.687,0.151,-0.0258,4.205588407964343,2
0.343,0.361,0.296,-0.8074,4.089600970744383,2
0.238,0.679,0.083,-0.6249,4.066787175730831,2
0.19,0.586,0.223,0.4988,4.209878536695173,2
0.195,0.659,0.146,-0.6632,4.156435044284511,2
0.146,0.695,0.158,-0.1475,4.198610219144808,2
0.195,0.627,0.178,-0.614,4.1981861935381986,2
0.167,0.675,0.158,0.1952,4.024290250424562,2
0.288,0.535,0.177,-0.9738,4.180843607249855,2
0.163,0.801,0.036,-0.7964,4.172174997900411,2
0.253,0.639,0.108,-0.6369,4.159247672660108,2
0.134,0.629,0.238,0.8442,4.088114101365799,2
0.212,0.537,0.25,0.1739,4.1690774292466966,2
0.158,0.568,0.275,0.9671,4.148750147875028,2
0.136,0.665,0.198,0.9788,4.226562055812949,2
0.129,0.742,0.129,0.0057,4.177291186810499,2
0.156,0.711,0.133,-0.8656,4.225781447180276,2
0.063,0.596,0.341,0.9849,4.22778850425087,2
0.209,0.667,0.124,-0.9777,4.24010657502343,2
0.136,0.69,0.174,0.5483,4.169255289053457,2
0.102,0.784,0.113,0.0516,4.200533302744266,2
0.232,0.592,0.176,-0.6952,4.221616859688164,2
0.266,0.639,0.095,-0.9757,4.210002476374877,2
0.075,0.622,0.303,0.9747,4.19403596726769,2
0.144,0.682,0.175,0.34,4.1913449440174535,2
0.169,0.671,0.16,-0.2937,4.203748628698551,2
0.247,0.498,0.255,-0.0719,4.131962143967801,2
0.153,0.522,0.325,0.9621,4.174014363950535,2
0.36,0.64,0.0,-0.9423,4.203623471875793,2
0.091,0.555,0.354,0.9747,4.1901599781494365,2
0.188,0.694,0.118,-0.5943,4.168157460895686,2
0.156,0.637,0.207,0.8908,4.2118113925240594,2
0.038,0.86,0.102,0.7706,4.196136962732926,2
0.324,0.634,0.041,-0.969,4.205030526484702,2
0.097,0.791,0.112,-0.0165,4.143402999447995,2
0.134,0.682,0.184,0.7425,4.160264704705554,2
0.098,0.715,0.187,0.9156,4.175170051539533,2
0.236,0.649,0.115,-0.8231,4.213724007910144,2
0.154,0.467,0.378,0.9299,4.188024446192521,2
0.275,0.575,0.15,-0.9516,4.154584618966553,2
0.288,0.568,0.144,-0.9917,4.217700285923236,2
0.193,0.546,0.261,0.8715,4.237528774170224,2
0.174,0.646,0.18,-0.3211,4.179655474596488,2
0.027,0.772,0.202,0.9368,4.20440531646941,2
0.13,0.648,0.222,0.8769,4.165883178271957,2
0.076,0.743,0.181,0.8192,4.213496930417823,2
0.159,0.747,0.094,-0.7003,4.159204784598917,2
0.113,0.708,0.178,0.6284,4.161002523957135,2
0.246,0.576,0.178,-0.8258,4.215218579646722,2
0.177,0.741,0.082,-0.9583,4.209091596693079,2
0.091,0.754,0.155,0.6249,4.182085904164718,2
0.156,0.661,0.183,0.5233,4.184558407424168,2
0.066,0.665,0.269,0.9795,4.155547046635164,2
0.215,0.563,0.222,0.1548,4.188214774844201,2
0.15,0.676,0.173,0.5096,4.252736741253542,2
0.167,0.633,0.2,0.1159,4.204977312146698,2
0.126,0.664,0.21,0.7767,4.20617455902823,2
0.196,0.628,0.176,-0.4404,4.178117867226742,2
0.154,0.655,0.191,0.4019,4.180549784128513,2
0.08,0.68,0.24,0.93,4.239552421582919,2
0.19,0.64,0.171,-0.4902,4.252684648941828,2
0.157,0.768,0.075,-0.9879,4.205733365833439,2
0.077,0.83,0.093,0.1785,4.219299050519238,2
0.234,0.6,0.166,-0.8424,4.19046585836251,2
0.047,0.837,0.116,0.5267,4.213668887837663,2
0.306,0.568,0.126,-0.8689,4.140528510411809,2
0.0,1.0,0.0,0.0,4.0684223972192015,2
0.0,1.0,0.0,0.0,3.485228136034251,2
0.241,0.59,0.169,-0.8305,4.127069552812589,2
0.253,0.559,0.188,-0.5283,4.202829989780994,2
0.119,0.72,0.161,0.5505,4.193616878081261,2
0.219,0.612,0.17,-0.885,4.202260872829118,2
0.292,0.631,0.077,-0.9795,4.227365310564834,2
0.291,0.518,0.191,-0.9349,4.189738347922685,2
0.193,0.69,0.117,-0.9409,4.226918848726822,2
0.237,0.623,0.139,-0.9335,4.083787559112843,2
0.0,0.842,0.158,0.7564,4.164249481046015,2
0.238,0.649,0.113,-0.9509,4.118879032210807,2
0.103,0.69,0.207,0.9947,4.202298580955543,2
0.143,0.857,0.0,-0.8807,4.154023755559801,2
0.144,0.525,0.331,0.9246,4.230521177699267,2
0.186,0.687,0.126,-0.7184,4.204594161710716,2
0.172,0.607,0.221,0.7845,4.2189273231336655,2
0.216,0.693,0.09,-0.9841,4.206443621017483,2
0.132,0.676,0.192,0.7823,4.14192602504429,2
0.177,0.73,0.093,-0.4215,4.1356848910997295,2
0.17,0.668,0.162,-0.2908,4.218656565999485,2
0.123,0.621,0.257,0.9623,4.175772726680282,2
0.251,0.55,0.199,-0.7096,4.177768918978365,2
0.325,0.478,0.197,-0.5106,4.116778458823876,2
0.045,0.693,0.262,0.9788,4.214027158909618,2
0.046,0.587,0.367,0.9201,4.158591694965047,2
0.114,0.787,0.099,-0.3049,4.20512336330038,2
0.221,0.614,0.166,-0.927,4.124601480894909,2
0.161,0.604,0.235,0.7783,4.182327018967058,2
0.122,0.685,0.192,0.6751,4.174948765049461,2
0.058,0.748,0.194,0.9378,4.2695528657090955,2
0.145,0.55,0.306,0.9862,4.195904307960973,2
0.147,0.564,0.289,0.9973,4.239003456217563,2
0.138,0.635,0.227,0.9709,4.216926618319636,2
0.243,0.551,0.206,-0.6072,4.179555244328163,2
0.217,0.636,0.147,-0.9282,4.2501313943516505,2
0.068,0.788,0.144,0.6486,4.16868241172545,2
0.27,0.624,0.106,-0.969,4.2128833200076405,2
0.154,0.605,0.241,0.63,4.094611779878349,2
0.247,0.618,0.134,-0.9509,4.207701798040127,2
0.245,0.642,0.113,-0.9152,4.208030560893372,2
0.248,0.639,0.114,-0.9728,4.15324790862123,2
0.215,0.614,0.171,-0.9788,4.181491115253694,2
0.295,0.54,0.166,-0.9422,4.201038093631069,2
0.07,0.8,0.13,0.8191,4.193431664407628,2
0.141,0.672,0.187,0.7267,4.125575983888584,2
0.15,0.576,0.273,0.8389,4.127893639937306,2
0.086,0.71,0.204,0.8442,4.21370121920453,2
0.195,0.62,0.185,-0.2277,4.137231674142031,2
0.299,0.618,0.084,-0.974,4.169485665591784,2
0.097,0.708,0.195,0.8887,4.226451985465876,2
0.151,0.733,0.115,-0.5594,4.208359615489249,2
0.157,0.668,0.176,0.7779,4.202651050080055,2
0.239,0.69,0.071,-0.9867,4.246736725841438,2
0.113,0.697,0.191,0.8393,4.234863047472578,2
0.153,0.516,0.331,0.9874,4.127527729766146,2
0.178,0.511,0.311,0.9861,4.242980092987728,2
0.167,0.674,0.159,-0.4226,4.23443781134488,2
0.204,0.569,0.227,0.3145,4.2084193252906275,2
0.248,0.613,0.138,-0.6628,4.218420668743378,2
0.074,0.677,0.25,0.834,4.281066789861728,2
0.0,0.623,0.377,0.9446,4.115244848261059,2
0.139,0.605,0.256,0.8442,4.317575516516101,2
0.128,0.688,0.185,0.7755,4.207762214697627,2
0.085,0.666,0.248,0.9938,4.2073606654164095,2
0.0,0.773,0.227,0.9741,4.220951715466415,2
0.227,0.561,0.213,-0.0258,4.202010090109296,2
0.154,0.61,0.236,0.8854,4.187818180741992,2
0.229,0.609,0.162,-0.7479,4.15168282474462,2
0.077,0.648,0.275,0.9371,4.158368045035546,2
0.096,0.633,0.271,0.973,4.255084555847799,2
0.107,0.67,0.223,0.9548,4.21787337820475,2
0.221,0.568,0.211,-0.0679,4.150429699708762,2
0.199,0.624,0.176,-0.4442,4.090995412161696,2
0.149,0.655,0.196,0.584,4.163983510793996,2
0.02,0.88,0.1,0.8176,4.205477199800713,2
0.225,0.561,0.214,0.0036,4.1421232627395845,2
0.176,0.713,0.111,-0.872,4.195396241258819,2
0.105,0.681,0.214,0.9301,4.159979599430412,2
0.189,0.675,0.136,-0.807,4.2288248278812235,2
0.061,0.507,0.432,0.9169,4.14024718949504,2
0.0,0.643,0.357,0.9822,4.120826203161369,2
0.162,0.623,0.215,0.5478,4.18610453587325,2
0.148,0.606,0.245,0.9646,4.162552840259938,2
0.096,0.738,0.166,0.839,4.12358487588476,2
0.092,0.788,0.12,0.3702,4.131083287784017,2
0.072,0.758,0.17,0.8633,4.179473889715451,2
0.236,0.656,0.108,-0.9867,4.15060828795834,2
0.269,0.535,0.196,-0.836,4.200914593387937,2
0.123,0.572,0.304,0.9959,4.278243467811762,2
0.091,0.759,0.15,0.8271,4.179871929464331,2
0.25,0.672,0.079,-0.9905,4.202081912897985,2
0.18,0.771,0.049,-0.765,4.210888511258639,2
0.18,0.614,0.206,0.5719,4.1895422217481695,2
0.062,0.685,0.253,0.9632,4.141344457542299,2
0.215,0.666,0.119,-0.8217,4.194465443940265,2
0.135,0.533,0.332,0.944,4.189590745438329,2
0.089,0.777,0.134,0.7628,4.206524824483738,2
0.204,0.702,0.094,-0.9526,4.207795248012479,2
0.305,0.598,0.097,-0.9884,4.204528399946133,2
0.352,0.555,0.093,-0.9972,4.183793731563799,2
0.154,0.783,0.063,-0.6997,4.211073498452646,2
0.17,0.632,0.198,0.6644,4.211269635354509,2
0.184,0.639,0.176,-0.4404,4.185465165396247,2
0.135,0.682,0.184,0.4055,4.154395048822763,2
0.143,0.725,0.133,0.0258,4.160390254591198,2
0.123,0.797,0.08,-0.3952,4.240447504020653,2
0.153,0.565,0.283,0.9785,4.222988177339194,2
0.284,0.52,0.196,-0.5719,4.202565439467789,2
0.117,0.66,0.224,0.9333,4.135402513173413,2
0.194,0.563,0.243,0.2957,4.179834094072979,2
0.131,0.699,0.17,0.6901,4.139818927882091,2
0.189,0.619,0.191,-0.6802,4.177286576999523,2
0.176,0.587,0.236,0.8955,4.173896458720619,2
0.175,0.513,0.312,0.8493,4.123901299589123,2
0.199,0.555,0.247,0.1779,4.2069587438703335,2
0.175,0.435,0.389,0.9687,4.180357515720264,2
0.241,0.626,0.133,-0.9116,4.145722094865501,2
0.176,0.619,0.205,0.7436,4.16410356542876,2
0.171,0.63,0.199,0.4717,4.191482738285844,2
0.098,0.722,0.18,0.9788,4.199570569752163,2
0.217,0.614,0.168,-0.9028,4.173838063835087,2
0.264,0.62,0.117,-0.9786,4.168016296852445,2
0.244,0.65,0.106,-0.9645,4.19880864571081,2
0.195,0.61,0.195,0.0165,4.20914127666264,2
0.231,0.683,0.086,-0.8983,4.126496608303062,2
0.151,0.642,0.207,0.8228,4.158718902732135,2
0.098,0.613,0.289,0.9795,4.215663866529131,2
0.34,0.504,0.156,-0.9875,4.154100706888577,2
0.14,0.675,0.185,0.6597,4.181971418730719,2
0.108,0.548,0.345,0.9717,4.159938594641392,2
0.228,0.656,0.115,-0.8225,4.150619030006055,2
0.126,0.477,0.396,0.9555,4.197819370212478,2
0.25,0.536,0.214,-0.8354,4.229660736952982,2
0.219,0.584,0.197,-0.2263,4.082460046804386,2
0.163,0.704,0.133,-0.8625,4.201465495738104,2
0.185,0.654,0.161,-0.3612,4.277293443475223,2
0.168,0.635,0.197,0.6234,4.226747515481229,2
0.187,0.609,0.204,0.4211,4.1573056534692325,2
0.178,0.614,0.208,0.4245,4.189230178800377,2
0.179,0.579,0.242,0.7189,4.1489245805615,2
0.151,0.705,0.144,-0.099,4.238613840789865,2
0.263,0.384,0.353,0.6794,4.145114113324479,2
0.163,0.704,0.133,-0.8319,4.190992533203125,2
0.163,0.688,0.149,-0.6465,4.214877880414068,2
0.149,0.601,0.25,0.8901,4.2276125710298285,2
0.093,0.775,0.132,0.9121,4.224559843748117,2
0.081,0.63,0.289,0.9731,4.1312017642208385,2
0.286,0.656,0.058,-0.9944,4.1365810569806305,2
0.235,0.577,0.188,-0.9801,4.206435918729172,2
0.112,0.641,0.247,0.8906,4.0900634685813095,2
0.0,0.803,0.197,0.6597,4.249882478288049,2
0.179,0.741,0.08,-0.8074,4.147575431706981,2
0.187,0.702,0.112,-0.9919,4.194143873339647,2
0.193,0.581,0.226,0.2757,4.226357820001547,2
0.123,0.664,0.213,0.7663,4.278838610088541,2
0.078,0.68,0.242,0.9868,4.174869840321266,2
0.278,0.569,0.153,-0.9943,4.20470025675566,2
0.256,0.626,0.118,-0.9385,4.192201193851149,2
0.264,0.559,0.176,-0.958,4.175339452772044,2
0.22,0.584,0.196,-0.7889,4.186518791506893,2
0.067,0.623,0.31,0.9719,4.2213731414523945,2
0.179,0.668,0.152,-0.7676,4.172210840461838,2
0.136,0.755,0.109,-0.8137,4.235553389695583,2
0.291,0.648,0.061,-0.9657,4.229897977170673,2
0.249,0.618,0.133,-0.976,4.235865666173559,2
0.057,0.771,0.172,0.9521,4.1544187051522625,2
0.142,0.717,0.141,-0.5547,4.239529157085934,2
0.109,0.568,0.324,0.9709,4.147919497642484,2
0.092,0.638,0.27,0.9618,4.234873011075607,2
0.174,0.56,0.266,0.8649,4.186538932322417,2
0.095,0.722,0.183,0.9757,4.246715980143003,2
0.141,0.707,0.152,0.0772,4.164147737617984,2
0.081,0.642,0.277,0.9433,4.09300478145636,2
0.155,0.659,0.186,0.1798,4.17416982086658,2
0.15,0.642,0.209,0.9287,4.225554487322636,2
0.353,0.517,0.129,-0.9641,4.179681206885478,2
0.231,0.702,0.067,-0.9655,4.222448904128601,2
0.139,0.723,0.137,-0.6797,4.17770337114301,2
0.203,0.545,0.252,0.4404,4.241549678530581,2
0.199,0.673,0.128,-0.9672,4.260422566513052,2
0.345,0.544,0.111,-0.9864,4.205022154275086,2
0.209,0.535,0.256,0.7069,4.207695703578842,2
0.185,0.619,0.196,0.3324,4.1878189087779525,2
0.0,0.849,0.151,0.9413,4.177233533957941,2
0.105,0.661,0.234,0.9313,4.155898038565535,2
0.068,0.771,0.161,0.4731,4.085300460210364,2
0.073,0.609,0.317,0.9705,4.239331946967642,2
0.172,0.634,0.193,0.6481,4.132401993118679,2
0.241,0.633,0.125,-0.8457,4.099914348190658,2
0.252,0.602,0.145,-0.9925,4.184184698772742,2
0.229,0.501,0.27,-0.3182,4.209599073585936,2
0.159,0.662,0.179,0.3199,4.2206125790905755,2
0.197,0.472,0.331,0.5903,4.080672728580655,2
0.072,0.857,0.072,0.25,4.11269605106137,2
0.047,0.783,0.17,0.9022,4.171512951040987,2
0.178,0.651,0.17,-0.2041,4.19808955379328,2
0.194,0.505,0.301,0.6705,4.069115498897855,2
0.102,0.784,0.114,0.2686,4.1656108672873735,2
0.142,0.593,0.265,0.9558,4.2165343615339435,2
0.243,0.536,0.221,-0.6205,4.109907786708597,2
0.261,0.501,0.238,-0.0268,4.141035507767718,2
0.184,0.456,0.359,0.9586,4.1084744092108645,2
0.131,0.575,0.294,0.9887,4.19032521521677,2
0.215,0.617,0.169,-0.7906,4.1267699954641,2
0.195,0.644,0.161,-0.7422,4.151485401951244,2
0.173,0.6,0.227,0.8798,4.199888451852435,2
0.197,0.623,0.18,-0.543,4.202078055251319,2
0.234,0.6,0.165,-0.431,4.196134861480175,2
0.121,0.667,0.211,0.9307,4.196496308266459,2
0.259,0.557,0.184,-0.4363,4.244019413672755,2
